neotoma_names,taxon_name
Polygonum plebeium,polygonum_plebeium
Polygonum polygamum-type,polygonum_polygamum_type
Polygonum ramosissimum-type,polygonum_ramosissimum_type
Polygonum sawatchense,polygonum_sawatchense
Polygonum sect. Duravia,polygonum_sect_duravia
Polygonum sect. Polygonum,polygonum_sect_polygonum
Polygonum sensu lato,polygonum_sensu_lato
Polygonum sensu lato undiff.,polygonum_sensu_lato_undiff
Polygonum serrulatoides-type,polygonum_serrulatoides_type
Polygonum sp.,polygonum_sp
Polygonum subsect. Polygonella,polygonum_subsect_polygonella
Polygonum tenue-type,polygonum_tenue_type
Polylepis,polylepis
Polylepis pepei,polylepis_pepei
Polylepis/Acaena,polylepis_acaena
Polyosma,polyosma
Polyscias,polyscias
Polyscias-type,polyscias_type
Polyscias fulva,polyscias_fulva
Polyscias fulva-type,polyscias_fulva_type
Polyscias sambucifolia,polyscias_sambucifolia
Pomaderris,pomaderris
Pomaderris andromedifolia,pomaderris_andromedifolia
Pomaderris apetala,pomaderris_apetala
Pomaderris apetala-type,pomaderris_apetala_type
Pomaderris aspera,pomaderris_aspera
Pomaderris aspera-type,pomaderris_aspera_type
Pomaderris elliptica,pomaderris_elliptica
Pomaderris elliptica-type,pomaderris_elliptica_type
Pomaderris lanigera,pomaderris_lanigera
Pomax umbellata,pomax_umbellata
Pometia comp.,pometia_comp
Populus,populus
Populus balsamifera,populus_balsamifera
Populus balsamifera-type,populus_balsamifera_type
Populus cf. P. tremuloides,populus_cf_p_tremuloides
Populus deltoides-type,populus_deltoides_type
Populus grandidentata-type,populus_grandidentata_type
Populus nigra,populus_nigra
Populus tremula,populus_tremula
Populus tremula-type,populus_tremula_type
Populus tremuloides,populus_tremuloides
Populus tremuloides-type,populus_tremuloides_type
Populus trichocarpa,populus_trichocarpa
Populus trichocarpa-type,populus_trichocarpa_type
Populus undiff.,populus_undiff
Poranthera,poranthera
Poraqueiba,poraqueiba
Portulaca,portulaca
Portulaca oleracea-type,portulaca_oleracea_type
Portulaca sp.,portulaca_sp
Portulacaceae,portulacaceae
Posoqueria,posoqueria
Posoqueria latifolia,posoqueria_latifolia
Potentilla,potentilla
Potentilla-type,potentilla_type
Potentilla anserina-type,potentilla_anserina_type
Potentilla erecta,potentilla_erecta
Potentilla micrantha-type,potentilla_micrantha_type
Potentilla recta,potentilla_recta
Potentilla undiff.,potentilla_undiff
Potentilla/Comarum,potentilla_comarum
Potentilla/Comarum-type,potentilla_comarum_type
Poterium,poterium
Poterium sanguisorba,poterium_sanguisorba
Poterium sanguisorba subsp. sanguisorba,poterium_sanguisorba_subsp_sanguisorba
Pourouma,pourouma
Pourouma/Sorocea/Maclura,pourouma_sorocea_maclura
Pouteria,pouteria
Pouteria-type,pouteria_type
Pouteria aff. P. elegans,pouteria_aff_p_elegans
Pouteria guianensis,pouteria_guianensis
Pouteria sp.,pouteria_sp
Pouzolzia-type,pouzolzia_type
Pozoa,pozoa
Premna,premna
Premna serratifolia-type,premna_serratifolia_type
Prestonia,prestonia
Prestonia-type,prestonia_type
Primula,primula
Primula-type,primula_type
Primula algida,primula_algida
Primula cf. P. integrifolia,primula_cf_p_integrifolia
Primula clusiana,primula_clusiana
Primula clusiana-type,primula_clusiana_type
Primula elatior-type,primula_elatior_type
Primula farinosa,primula_farinosa
Primula farinosa-type,primula_farinosa_type
Primula farinosa-type (large),primula_farinosa_type_large
Primula hirsuta-type,primula_hirsuta_type
Primula integrifolia-type,primula_integrifolia_type
Primula scandinavica-type,primula_scandinavica_type
Primula undiff.,primula_undiff
Primula veris-type,primula_veris_type
Primula vulgaris,primula_vulgaris
Primula vulgaris-type,primula_vulgaris_type
Primulaceae,primulaceae
Primulaceae cf. Maesa,primulaceae_cf_maesa
Primulaceae undiff.,primulaceae_undiff
Pritchardia,pritchardia
Priva,priva
Priva-type,priva_type
Prosopis,prosopis
Prosopis-type africana,prosopis_type_africana
Prosopis africana,prosopis_africana
Prosopis/Entada,prosopis_entada
Prostanthera,prostanthera
Protea,protea
Protea-type,protea_type
Proteaceae,proteaceae
Proteaceae (reticulate),proteaceae_reticulate
Proteaceae (type 1),proteaceae_type_1
Proteaceae (type II),proteaceae_type_ii
Proteaceae (type IV),proteaceae_type_iv
Proteaceae cf. Hakea,proteaceae_cf_hakea
Proteaceae cf. Orites,proteaceae_cf_orites
Proteaceae cf. Panopsis,proteaceae_cf_panopsis
Proteaceae undiff.,proteaceae_undiff
Protium,protium
Protium-type,protium_type
Protium (type A),protium_type_a
Protium (type B),protium_type_b
Protium (type I),protium_type_i
Protium (type II),protium_type_ii
Protium (type III),protium_type_iii
Protium amazonicum,protium_amazonicum
Protium obtusifolium,protium_obtusifolium
Protium robustum,protium_robustum
Protium undiff.,protium_undiff
Protomegabaria-type,protomegabaria_type
Proustia,proustia
Prumnopitys andina,prumnopitys_andina
Prumnopitys ferruginea,prumnopitys_ferruginea
Prumnopitys taxifolia,prumnopitys_taxifolia
Prunella,prunella
Prunella-type,prunella_type
Prunella vulgaris-type,prunella_vulgaris_type
Prunus,prunus
Prunus-type,prunus_type
Prunus-type undiff.,prunus_type_undiff
Prunus (type 2),prunus_type_2
Prunus africana,prunus_africana
Prunus africana-type,prunus_africana_type
Prunus americana,prunus_americana
Prunus americana-type,prunus_americana_type
Prunus avium-type,prunus_avium_type
Prunus avium/P. spinosa,prunus_avium_p_spinosa
Prunus cf. P. padus,prunus_cf_p_padus
Prunus cf. P. serotina,prunus_cf_p_serotina
Prunus dulcis-type,prunus_dulcis_type
Prunus padus,prunus_padus
Prunus pensylvanica,prunus_pensylvanica
Prunus serotina,prunus_serotina
Prunus sp.,prunus_sp
Prunus spinosa,prunus_spinosa
Prunus spinosa-type,prunus_spinosa_type
Prunus undiff.,prunus_undiff
Prunus virginiana,prunus_virginiana
Prunus virginiana-type,prunus_virginiana_type
Prunus/Amelanchier,prunus_amelanchier
Prunus/Pyrus,prunus_pyrus
Prunus/Sorbus,prunus_sorbus
Pseudanthus,pseudanthus
Pseudelephantopus-type,pseudelephantopus_type
Pseuderanthemum,pseuderanthemum
Pseudobombax,pseudobombax
Pseudobombax-type,pseudobombax_type
Pseudocedrela kotschyi,pseudocedrela_kotschyi
Pseudofumaria lutea,pseudofumaria_lutea
Pseudofumaria lutea-type,pseudofumaria_lutea_type
Pseudolarix,pseudolarix
Pseudolmedia,pseudolmedia
Pseudopanax,pseudopanax
Pseudopanax-type,pseudopanax_type
Pseudopanax anomalus-type,pseudopanax_anomalus_type
Pseudopanax arboreus,pseudopanax_arboreus
Pseudopanax colensoi-type,pseudopanax_colensoi_type
Pseudospondias,pseudospondias
Pseudospondias-type,pseudospondias_type
Pseudotsuga,pseudotsuga
Pseudotsuga-type,pseudotsuga_type
Pseudotsuga menziesii,pseudotsuga_menziesii
Pseudowintera,pseudowintera
Psidium,psidium
Psidium cattleianum,psidium_cattleianum
Psidium guajava,psidium_guajava
Psilotrichum-type,psilotrichum_type
Psilotrichum-type elliotii,psilotrichum_type_elliotii
Psilotrichum elliotii-type,psilotrichum_elliotii_type
Psiloxylon mauritianum,psiloxylon_mauritianum
Psittacanthus,psittacanthus
Psoralea,psoralea
Psoralea-type,psoralea_type
Psoraleeae,psoraleeae
Psorospermum,psorospermum
Psorospermum febrifugum-type,psorospermum_febrifugum_type
Psychotria,psychotria
Psychotria-type,psychotria_type
"Psychotria-type (inaperturate, baculate)",psychotria_type_inaperturate_baculate
"Psychotria-type (tricolporate, reticulate)",psychotria_type_tricolporate_reticulate
Psychotria-type amboniana,psychotria_type_amboniana
Psychotria (type I),psychotria_type_i
Psychotria (type II),psychotria_type_ii
Psychotria amboniana-type,psychotria_amboniana_type
Psychotria cf. P. carthagenensis,psychotria_cf_p_carthagenensis
Psychotria cyathicalyx-type,psychotria_cyathicalyx_type
Psychotria horizontalis,psychotria_horizontalis
Psychotria undiff.,psychotria_undiff
Psydrax,psydrax
Psydrax-type (P. schimperiana),psydrax_type_p_schimperiana
Psydrax-type (P. subcordata),psydrax_type_p_subcordata
Psydrax-type schimperiana,psydrax_type_schimperiana
Psydrax-type subcordata,psydrax_type_subcordata
Psydrax schimperiana-type,psydrax_schimperiana_type
Psydrax subcordata,psydrax_subcordata
Psylliostachys,psylliostachys
Psylliostachys spicata,psylliostachys_spicata
Psylliostachys spicata-type,psylliostachys_spicata_type
Ptelea trifoliata,ptelea_trifoliata
Pterandra,pterandra
Pteranthus,pteranthus
Pterocarpus,pterocarpus
Pterocarpus-type,pterocarpus_type
Pterocarpus-type angolensis,pterocarpus_type_angolensis
Pterocarpus-type lucens,pterocarpus_type_lucens
Pterocarpus santalinoides,pterocarpus_santalinoides
Pterocarya,pterocarya
Pterocarya fraxinifolia,pterocarya_fraxinifolia
Pterodiscus,pterodiscus
Pterodon,pterodon
Pterodon-type,pterodon_type
Pterogyne,pterogyne
Pterolobium stellatum,pterolobium_stellatum
Pteropyrum,pteropyrum
Pteropyrum-type,pteropyrum_type
Pterospermum,pterospermum
Pterygota,pterygota
Pulmonaria,pulmonaria
Pulmonaria-type,pulmonaria_type
Pulmonaria-type cf. Anchusa arvensis,pulmonaria_type_cf_anchusa_arvensis
Pulmonaria obscura,pulmonaria_obscura
Pulmonaria obscura-type,pulmonaria_obscura_type
Pulmonaria officinalis,pulmonaria_officinalis
Pultenaea,pultenaea
Pultenaea-type,pultenaea_type
Punica granatum,punica_granatum
Pupalia-type,pupalia_type
Pupalia-type lappacea,pupalia_type_lappacea
Purdiaea nutans,purdiaea_nutans
Purshia,purshia
Purshia-type,purshia_type
Purshia tridentata,purshia_tridentata
Puya,puya
Puya-type,puya_type
Pycnanthus,pycnanthus
Pycnanthus angolensis,pycnanthus_angolensis
Pycnanthus angolensis-type,pycnanthus_angolensis_type
Pycnophyllum,pycnophyllum
Pyrola,pyrola
Pyrola-type,pyrola_type
Pyrus,pyrus
Pyrus-type,pyrus_type
Pyrus/Malus,pyrus_malus
Pyrus/Sorbus,pyrus_sorbus
Qualea,qualea
Quararibea,quararibea
Quercus,quercus
Quercus-type,quercus_type
Quercus (deciduous-type),quercus_deciduous_type
Quercus (deciduous),quercus_deciduous
Quercus (evergreen-type),quercus_evergreen_type
Quercus (evergreen),quercus_evergreen
Quercus (rough),quercus_rough
Quercus (smooth),quercus_smooth
Quercus canariensis,quercus_canariensis
Quercus canariensis/Q. pyrenaica,quercus_canariensis_q_pyrenaica
Quercus cerris,quercus_cerris
Quercus cerris-type,quercus_cerris_type
Quercus cerris/Q. suber,quercus_cerris_q_suber
Quercus cf. Q. canariensis,quercus_cf_q_canariensis
Quercus cf. Q. rotundifolia,quercus_cf_q_rotundifolia
Quercus cf. Q. suber,quercus_cf_q_suber
Quercus chrysolepis,quercus_chrysolepis
Quercus coccifera,quercus_coccifera
Quercus coccifera-type,quercus_coccifera_type
Quercus coccifera-type (broken),quercus_coccifera_type_broken
Quercus coccifera-type (crumpled),quercus_coccifera_type_crumpled
Quercus coccifera-type: corroded,quercus_coccifera_type_corroded
Quercus comp.,quercus_comp
Quercus faginea,quercus_faginea
Quercus faginea-type,quercus_faginea_type
Quercus frainetto,quercus_frainetto
Quercus gambelii-type,quercus_gambelii_type
Quercus garryana,quercus_garryana
Quercus glauca,quercus_glauca
Quercus ilex,quercus_ilex
Quercus ilex-type,quercus_ilex_type
Quercus ilex/Q. coccifera,quercus_ilex_q_coccifera
Quercus ilex/Q. coccifera-type,quercus_ilex_q_coccifera_type
Quercus indet.,quercus_indet
Quercus infectoria subsp. veneris-type,quercus_infectoria_subsp_veneris_type
Quercus ithaburensis,quercus_ithaburensis
Quercus ithaburensis-type,quercus_ithaburensis_type
Quercus mongolica,quercus_mongolica
Quercus petraea,quercus_petraea
Quercus pubescens-type,quercus_pubescens_type
Quercus pubescens/Q. robur-type,quercus_pubescens_q_robur_type
Quercus pyrenaica-type,quercus_pyrenaica_type
Quercus robur,quercus_robur
Quercus robur-type,quercus_robur_type
Quercus robur group,quercus_robur_group
Quercus robur/Q. pubescens-type,quercus_robur_q_pubescens_type
Quercus rotundifolia,quercus_rotundifolia
Quercus rubra,quercus_rubra
Quercus sect. Cyclobalanopsis,quercus_sect_cyclobalanopsis
Quercus sp.,quercus_sp
Quercus suber,quercus_suber
Quercus suber-type,quercus_suber_type
Quercus subg. Quercus,quercus_subg_quercus
Quercus undiff.,quercus_undiff
Quercus undiff. (broken),quercus_undiff_broken
Quercus undiff. (corroded),quercus_undiff_corroded
Quercus undiff. (crumpled),quercus_undiff_crumpled
Quercus undiff. (degraded),quercus_undiff_degraded
Quercus undiff. (obscured),quercus_undiff_obscured
Quercus vaccinifolia,quercus_vaccinifolia
Quercus vaccinifolia-type,quercus_vaccinifolia_type
Quinchamalium,quinchamalium
Quintinia,quintinia
Quintinia comp.,quintinia_comp
Rachicallis,rachicallis
Radiola,radiola
Radiola linoides,radiola_linoides
Randia,randia
Randia-type,randia_type
Ranunculaceae,ranunculaceae
Ranunculaceae (pericolpate),ranunculaceae_pericolpate
Ranunculaceae (tricolpate),ranunculaceae_tricolpate
Ranunculaceae (tricolpate) undiff.,ranunculaceae_tricolpate_undiff
Ranunculaceae (type 1),ranunculaceae_type_1
Ranunculaceae (type 2),ranunculaceae_type_2
Ranunculaceae cf. Aconitum,ranunculaceae_cf_aconitum
Ranunculaceae cf. Anemone/Caltha,ranunculaceae_cf_anemone_caltha
Ranunculaceae cf. Thalictrum,ranunculaceae_cf_thalictrum
Ranunculaceae pro parte,ranunculaceae_pro_parte
Ranunculaceae undiff.,ranunculaceae_undiff
Ranunculus,ranunculus
Ranunculus-type,ranunculus_type
Ranunculus-type undiff.,ranunculus_type_undiff
Ranunculus aconitifolius,ranunculus_aconitifolius
Ranunculus aconitifolius-type,ranunculus_aconitifolius_type
Ranunculus acris,ranunculus_acris
Ranunculus acris-type,ranunculus_acris_type
Ranunculus acris-type cf. R. sardous,ranunculus_acris_type_cf_r_sardous
Ranunculus acris-type undiff.,ranunculus_acris_type_undiff
Ranunculus acris group,ranunculus_acris_group
Ranunculus acris/R. flammula/R. sceleratus group,ranunculus_acris_r_flammula_r_sceleratus_group
Ranunculus arvensis,ranunculus_arvensis
Ranunculus arvensis-type,ranunculus_arvensis_type
Ranunculus asiaticus-type,ranunculus_asiaticus_type
Ranunculus biternatus,ranunculus_biternatus
Ranunculus cf. R. bonariensis,ranunculus_cf_r_bonariensis
Ranunculus cf. R. fluitans,ranunculus_cf_r_fluitans
Ranunculus comp.,ranunculus_comp
Ranunculus flammula,ranunculus_flammula
Ranunculus flammula-type,ranunculus_flammula_type
Ranunculus flammula group,ranunculus_flammula_group
Ranunculus fluitans-type,ranunculus_fluitans_type
Ranunculus glacialis,ranunculus_glacialis
Ranunculus glacialis-type,ranunculus_glacialis_type
Ranunculus lanuginosus,ranunculus_lanuginosus
Ranunculus lanuginosus-type,ranunculus_lanuginosus_type
Ranunculus lingua,ranunculus_lingua
Ranunculus lingua-type,ranunculus_lingua_type
Ranunculus muricatus-type,ranunculus_muricatus_type
Ranunculus orthorhynchus,ranunculus_orthorhynchus
Ranunculus parviflorus,ranunculus_parviflorus
Ranunculus pensylvanicus-type,ranunculus_pensylvanicus_type
Ranunculus repens,ranunculus_repens
Ranunculus repens-type,ranunculus_repens_type
Ranunculus sceleratus-type,ranunculus_sceleratus_type
Ranunculus sceleratus/R. repens,ranunculus_sceleratus_r_repens
Ranunculus sect. Batrachium-type,ranunculus_sect_batrachium_type
Ranunculus sp.,ranunculus_sp
Ranunculus stagnalis-type,ranunculus_stagnalis_type
Ranunculus undiff.,ranunculus_undiff
Ranunculus villosus subsp. constantinopolitanus-type,ranunculus_villosus_subsp_constantinopolitanus_type
Raoulia,raoulia
Rapanea,rapanea
Rapanea (3-4 colpate),rapanea_3_minus_4_colpate
Rapanea cf. R. achradifolia,rapanea_cf_r_achradifolia
Rapanea melanophloeos,rapanea_melanophloeos
Rapanea melanophloeos-type,rapanea_melanophloeos_type
Raphia,raphia
Raphia-type,raphia_type
Raphiostylis,raphiostylis
Raukaua laetevirens,raukaua_laetevirens
Rauvolfia,rauvolfia
Ravenala madagascariensis,ravenala_madagascariensis
Ravenea,ravenea
Ravenea-type,ravenea_type
Reaumuria,reaumuria
Reevesia,reevesia
Renealmia,renealmia
Reseda,reseda
Reseda-type,reseda_type
Reseda lutea-type,reseda_lutea_type
Reseda luteola,reseda_luteola
Reseda luteola-type,reseda_luteola_type
Reseda/Sesamoides,reseda_sesamoides
Resedaceae,resedaceae
Resedaceae undiff.,resedaceae_undiff
Restio,restio
Restio-type,restio_type
Restionaceae,restionaceae
Restionaceae cf. Restio,restionaceae_cf_restio
Restionaceae undiff.,restionaceae_undiff
Retrophyllum,retrophyllum
Reynosia septentrionalis,reynosia_septentrionalis
Reynoutria,reynoutria
Rhabdadenia,rhabdadenia
Rhamnaceae,rhamnaceae
Rhamnaceae cf. Colubrina glandulosa,rhamnaceae_cf_colubrina_glandulosa
Rhamnaceae cf. Spyridium,rhamnaceae_cf_spyridium
Rhamnaceae undiff.,rhamnaceae_undiff
Rhamnaceae/Rosaceae,rhamnaceae_rosaceae
Rhamnaceae/Vitaceae,rhamnaceae_vitaceae
Rhamnaceae/Vitaceae undiff.,rhamnaceae_vitaceae_undiff
Rhamnidium (type 1),rhamnidium_type_1
Rhamnidium elaeocarpum,rhamnidium_elaeocarpum
Rhamnus,rhamnus
Rhamnus-type,rhamnus_type
Rhamnus (type 1),rhamnus_type_1
Rhamnus alnifolia,rhamnus_alnifolia
Rhamnus alnifolia/Frangula alnus,rhamnus_alnifolia_frangula_alnus
Rhamnus cathartica,rhamnus_cathartica
Rhamnus cathartica-type,rhamnus_cathartica_type
Rhamnus/Frangula,rhamnus_frangula
Rhamnus/Paliurus,rhamnus_paliurus
Rhamnus/Vitis,rhamnus_vitis
Rhamphicarpa,rhamphicarpa
Rhaphiostylis,rhaphiostylis
Rheedia,rheedia
Rheum,rheum
Rheum officinale,rheum_officinale
Rheum ribes,rheum_ribes
Rhexia,rhexia
Rhexia-type,rhexia_type
Rhinanthus,rhinanthus
Rhinanthus-type,rhinanthus_type
Rhinanthus group,rhinanthus_group
Rhinanthus/Veronica,rhinanthus_veronica
Rhipsalis,rhipsalis
Rhizophora,rhizophora
Rhizophora apiculata,rhizophora_apiculata
Rhizophora mangle,rhizophora_mangle
Rhizophora stylosa,rhizophora_stylosa
Rhizophoraceae,rhizophoraceae
Rhizophoraceae-type,rhizophoraceae_type
Rhodiola rosea,rhodiola_rosea
Rhododendron,rhododendron
Rhododendron-type,rhododendron_type
Rhododendron canadense,rhododendron_canadense
Rhododendron subsect. Ledum,rhododendron_subsect_ledum
Rhododendron subsect. Ledum-type,rhododendron_subsect_ledum_type
Rhododendron subsect. Ledum/Chamaedaphne,rhododendron_subsect_ledum_chamaedaphne
Rhododendron subsect. Ledum/Chamaedaphne calyculata,rhododendron_subsect_ledum_chamaedaphne_calyculata
Rhododendron tomentosum,rhododendron_tomentosum
Rhoicissus,rhoicissus
Rhopalostylis sapida,rhopalostylis_sapida
Rhus,rhus
Rhus-type,rhus_type
Rhus-type vulgaris,rhus_type_vulgaris
Rhus coriaria,rhus_coriaria
Rhus coriaria-type,rhus_coriaria_type
Rhus group,rhus_group
Rhus longipes,rhus_longipes
Rhus rehmanniana var. rehmanniana,rhus_rehmanniana_var_rehmanniana
Rhus typhina,rhus_typhina
Rhus typhina-type,rhus_typhina_type
Rhus undiff.,rhus_undiff
Rhus/Toxicodendron,rhus_toxicodendron
Rhus/Toxicodendron cf. T. radicans,rhus_toxicodendron_cf_t_radicans
Rhynchosia,rhynchosia
Rhynchosia-type,rhynchosia_type
Rhynchosia-type malacophylla,rhynchosia_type_malacophylla
Ribes,ribes
Ribes-type,ribes_type
Ribes alpinum,ribes_alpinum
Ribes alpinum-type,ribes_alpinum_type
Ribes aureum,ribes_aureum
Ribes cf. R. alpinum,ribes_cf_r_alpinum
Ribes lacustre,ribes_lacustre
Ribes montigenum,ribes_montigenum
Ribes rubrum-type,ribes_rubrum_type
Ribes undiff.,ribes_undiff
Ribes uva-crispa,ribes_uva_minus_crispa
Richardia,richardia
Richea,richea
Richea-type,richea_type
Richea continentis-type,richea_continentis_type
Richea procera-type,richea_procera_type
Richeria,richeria
Ricinocarpos,ricinocarpos
Ricinus,ricinus
Ricinus communis,ricinus_communis
Rinorea,rinorea
Rinorea-type,rinorea_type
Ritchiea,ritchiea
Robinia,robinia
Robinia-type,robinia_type
Robinia pseudoacacia,robinia_pseudoacacia
Roemeria,roemeria
Roemeria hybrida,roemeria_hybrida
Rolandra fruticosa,rolandra_fruticosa
Rorippa insularis-type,rorippa_insularis_type
Rosa,rosa
Rosa-type,rosa_type
Rosa canina,rosa_canina
Rosa cf. R. canina,rosa_cf_r_canina
Rosaceae,rosaceae
Rosaceae-type,rosaceae_type
Rosaceae (<20 µm),rosaceae_smaller_than_20_mu_m
Rosaceae (>20 µm),rosaceae_bigger_than_20_mu_m
Rosaceae (herbs) undiff.,rosaceae_herbs_undiff
"Rosaceae (small, striate)",rosaceae_small_striate
Rosaceae (trees),rosaceae_trees
Rosaceae (trees) undiff.,rosaceae_trees_undiff
Rosaceae (type A),rosaceae_type_a
Rosaceae (type B),rosaceae_type_b
Rosaceae (type I),rosaceae_type_i
Rosaceae cf. Adenostoma,rosaceae_cf_adenostoma
Rosaceae cf. Crataegus-type,rosaceae_cf_crataegus_type
Rosaceae cf. Geum,rosaceae_cf_geum
Rosaceae cf. Holodiscus,rosaceae_cf_holodiscus
Rosaceae cf. Prunus,rosaceae_cf_prunus
Rosaceae cf. Prunus serotina,rosaceae_cf_prunus_serotina
Rosaceae cf. Rosa-type,rosaceae_cf_rosa_type
Rosaceae cf. Sorbus,rosaceae_cf_sorbus
Rosaceae pro parte,rosaceae_pro_parte
Rosaceae undiff.,rosaceae_undiff
Rosaceae/Quercus undiff.,rosaceae_quercus_undiff
Rosales cf. Moraceae/Urticaceae,rosales_cf_moraceae_urticaceae
Rosales cf. Rhamnaceae,rosales_cf_rhamnaceae
Rosmarinus,rosmarinus
Rosmarinus officinalis,rosmarinus_officinalis
Roupala,roupala
Roupala-type,roupala_type
Roupala sp.,roupala_sp
Ruagea,ruagea
Rubia,rubia
Rubia-type,rubia_type
Rubia-type cordifolia,rubia_type_cordifolia
Rubiaceae,rubiaceae
Rubiaceae-type,rubiaceae_type
"Rubiaceae-type (Mauritius type 121, de Boer)",rubiaceae_type_mauritius_type_121_de_boer
"Rubiaceae-type (Mauritius type 164, de Boer)",rubiaceae_type_mauritius_type_164_de_boer
"Rubiaceae-type (Mauritius type 67, de Boer)",rubiaceae_type_mauritius_type_67_de_boer
"Rubiaceae-type (Mauritius type 70, de Boer)",rubiaceae_type_mauritius_type_70_de_boer
Rubiaceae (hexacolpate),rubiaceae_hexacolpate
Rubiaceae (pentacolpate),rubiaceae_pentacolpate
Rubiaceae (type 1),rubiaceae_type_1
Rubiaceae (type 2),rubiaceae_type_2
Rubiaceae (type 25),rubiaceae_type_25
Rubiaceae (type I),rubiaceae_type_i
Rubiaceae aff. Alibertia,rubiaceae_aff_alibertia
Rubiaceae cf. Alibertia-type,rubiaceae_cf_alibertia_type
Rubiaceae cf. Bertiera,rubiaceae_cf_bertiera
Rubiaceae cf. Cephaëlis,rubiaceae_cf_cephaelis
Rubiaceae cf. Galium,rubiaceae_cf_galium
Rubiaceae cf. Galium sect. Relbunium,rubiaceae_cf_galium_sect_relbunium
Rubiaceae cf. Guettarda,rubiaceae_cf_guettarda
Rubiaceae cf. Hoffmannia,rubiaceae_cf_hoffmannia
Rubiaceae cf. Neonauclea,rubiaceae_cf_neonauclea
Rubiaceae cf. Neonauclea-type,rubiaceae_cf_neonauclea_type
Rubiaceae cf. Psychotria,rubiaceae_cf_psychotria
Rubiaceae cf. Sabicea,rubiaceae_cf_sabicea
Rubiaceae cf. Uncaria,rubiaceae_cf_uncaria
Rubiaceae cf. Warszewiczia,rubiaceae_cf_warszewiczia
Rubiaceae pro parte,rubiaceae_pro_parte
Rubiaceae undiff.,rubiaceae_undiff
Rubiaceae: Mitracarpus-type,rubiaceae_mitracarpus_type
Rubiaceae: Tocoyena-type,rubiaceae_tocoyena_type
Rubus,rubus
Rubus-type,rubus_type
Rubus-type undiff.,rubus_type_undiff
Rubus arcticus,rubus_arcticus
Rubus arcticus-type,rubus_arcticus_type
Rubus cf. R. arcticus,rubus_cf_r_arcticus
Rubus cf. R. chamaemorus,rubus_cf_r_chamaemorus
Rubus cf. R. idaeus,rubus_cf_r_idaeus
Rubus cf. R. saxatilis,rubus_cf_r_saxatilis
Rubus chamaemorus,rubus_chamaemorus
Rubus chamaemorus-type,rubus_chamaemorus_type
Rubus comp.,rubus_comp
Rubus fruticosus,rubus_fruticosus
Rubus fruticosus-type,rubus_fruticosus_type
Rubus idaeus-type,rubus_idaeus_type
Rubus pinnatus-type,rubus_pinnatus_type
Rubus saxatilis,rubus_saxatilis
Rubus sp.,rubus_sp
Rubus squarrosus-type,rubus_squarrosus_type
Rubus ulmifolius-type,rubus_ulmifolius_type
Rubus undiff.,rubus_undiff
Ruellia,ruellia
Rugubivesiculites,rugubivesiculites
Rumex,rumex
Rumex-type,rumex_type
Rumex-type undiff.,rumex_type_undiff
Rumex acetosa,rumex_acetosa
Rumex acetosa-type,rumex_acetosa_type
Rumex acetosa group,rumex_acetosa_group
Rumex acetosa/Oxyria-type,rumex_acetosa_oxyria_type
Rumex acetosa/R. acetosella,rumex_acetosa_r_acetosella
Rumex acetosa/R. acetosella-type,rumex_acetosa_r_acetosella_type
Rumex acetosella,rumex_acetosella
Rumex acetosella-type,rumex_acetosella_type
Rumex acetosella sensu lato,rumex_acetosella_sensu_lato
Rumex acetosella/Oxyria digyna-type,rumex_acetosella_oxyria_digyna_type
Rumex alpinus,rumex_alpinus
Rumex alpinus-type,rumex_alpinus_type
Rumex aquaticus,rumex_aquaticus
Rumex aquaticus-type,rumex_aquaticus_type
Rumex brownii,rumex_brownii
Rumex cf. R. alpinus,rumex_cf_r_alpinus
Rumex cf. R. hydrolapathum,rumex_cf_r_hydrolapathum
Rumex cf. R. longifolius,rumex_cf_r_longifolius
Rumex cf. R. obtusifolius,rumex_cf_r_obtusifolius
Rumex cf. R. salicifolius,rumex_cf_r_salicifolius
Rumex conglomeratus,rumex_conglomeratus
Rumex conglomeratus-type,rumex_conglomeratus_type
Rumex crispus,rumex_crispus
Rumex crispus-type,rumex_crispus_type
Rumex cyprius-type,rumex_cyprius_type
Rumex densiflorus,rumex_densiflorus
Rumex flexuosus-type,rumex_flexuosus_type
Rumex hydrolapathum,rumex_hydrolapathum
Rumex longifolius,rumex_longifolius
Rumex longifolius-type,rumex_longifolius_type
Rumex maritimus-type,rumex_maritimus_type
Rumex mexicanus,rumex_mexicanus
Rumex obtusifolius,rumex_obtusifolius
Rumex obtusifolius-type,rumex_obtusifolius_type
Rumex patientia-type,rumex_patientia_type
Rumex patientia var. kurdicus,rumex_patientia_var_kurdicus
Rumex sanguineus,rumex_sanguineus
Rumex sanguineus-type,rumex_sanguineus_type
Rumex scutatus,rumex_scutatus
Rumex scutatus-type,rumex_scutatus_type
Rumex sp.,rumex_sp
Rumex subg. Acetosa,rumex_subg_acetosa
Rumex subg. Acetosa/Oxyria,rumex_subg_acetosa_oxyria
Rumex subg. Emex,rumex_subg_emex
Rumex subg. Rumex,rumex_subg_rumex
Rumex subg. Rumex-type,rumex_subg_rumex_type
Rumex triangulivalvis,rumex_triangulivalvis
Rumex undiff.,rumex_undiff
Rumex/Oxyria,rumex_oxyria
Rumex/Oxyria-type,rumex_oxyria_type
Rumex/Oxyria digyna,rumex_oxyria_digyna
Rumex/Oxyria digyna undiff.,rumex_oxyria_digyna_undiff
Ruschia,ruschia
